timestamp_utc,latitude,longitude,temperature_f,humidity_pct,conditions,catchment_status
2026-03-24T14:47:06Z,-6.1750,106.8270,81.8400,85.0000,scattered clouds,Sub-optimal
2026-03-24T14:47:06Z,-6.1750,106.8270,81.8400,85.0000,scattered clouds,Sub-optimal
2026-03-24T14:47:06Z,-6.1750,106.8270,81.8400,85.0000,scattered clouds,Sub-optimal
2026-03-24T14:47:06Z,-6.1750,106.8270,81.8400,85.0000,scattered clouds,Sub-optimal
